Opinion,Brand,Body
irr,twt,"meu #Twitter ta a coisa mais linda rs !!
"
neu,msf,"RT @TheCloudNetwork: #Microsoft #Cloud Steve Ballmer At Web 2.0: Microsoft CEO Disses Android, iPhone: According to GeekWire, Ba... http ...
"
irr,twt,"Ya me esta empezando a Gustar #Twitter!!:DD
"
neu,ggl,"Infinite digital dusting RT @VentureBeat: #Google releases an Infinite Digital Bookcase http://t.co/8m7gN6iN
"
irr,msf,"Nos vidéos de Batman Arkham City http://t.co/07Pau5TJ #sony #microsoft #buzz
"
neu,msf,"Microsoft applies for celebrity search patent #microsoft #bing http://t.co/7kAorRKZ
"
neu,apl,"You know you've gone @Apple overboard when you misread a @Yelp review as """"iPad Thai."""" #fb
"
neg,apl,"One would think the voice recognition on the @apple tech support line would work a little better.
"
irr,twt,"Con tanto estudio me olvide de #twitter
"
pos,ggl,"RT @RespectMaSwagg: #ThingsWeAllLove ----&gt;&gt; #Google
"
irr,twt,"o sea primera vez que @carlo_patricio me da reply y a #TWITTER se le ocurre borrarlo? #Carajamadre! :(
"
neu,msf,"#Microsoft CEO Looks Ahead at Social and Mobile Plans http://t.co/wYmFplCs #marketing
"
neg,ggl,"#Google People app...the next revolution in stalking.
"
neu,msf,"@nand_krish007 #Microsoft arrogance again - Ballmer says you need to be a computer scientist to use #Android http://t.co/pltitgeI
"
neu,msf,"#Microsoft drops developer preview of its ‘Roslyn’ compiler http://t.co/niSKSmL4
"
neu,ggl,"The lock screen now has facial recognition capability! #Google #Android #ICS
"
irr,msf,"#Microsoft lanza sitio oficial de #Skype http://t.co/pl3kPDla
"
irr,twt,"o/ RT""""@Cjas0007 Quien anda activo por el #Twitter ahorita???""""
"
neu,twt,"Novo #Nick in #twitter. Hehe' (:
"
irr,apl,"@ferchowii @Adr_Mart_Com @Apple no tengo
"
irr,twt,"Lo Bueno de #twitter es que no cualquier babos@ Tiene . Claro que hay unos casos que.............
"
irr,ggl,"AsiaClassifiedToday Indian shares to start higher; Hero MotoCorp eyed - Reuters: Indian share... http://t.co/Zo0Fm1Ya #asia #google #biz
"
neg,ggl,"RT @businessuplift: Why #facebook and #google have got it wrong http://t.co/PDbF7H3f
"
neu,twt,"GN #Twitter.......z.z.z.z.z.z Z Z z z z
"
neu,ggl,"#Android #Google Samsung Galaxy Nexus launching in US, Europe and Asia this November http://t.co/NLdTU5oY #DhilipSiva
"
irr,ggl,"7 Lessons Learned Running an SEO Agency: Posted by neilpatelThis post was originally in YOUmoz, and... http://t.co/AU0k5sWY #seo #google
"
neu,ggl,"Calling All #IceCreamSandwich Lovers | #Google & #Samsung Like in Hong Kong - A new look at what's new from Android http://t.co/XPGHLC2o
"
irr,apl,"iphone行列並んだー@apple store銀座 どのくらいかかるかね。16Gしかないそうです。
"
neg,apl,"Why is the new @apple iPhone OS duplicating all my iCal events? There's 2 of everything. How do I fix it? (tried turning iCloud off)
"
irr,twt,"Ella dice que yo soy su Niño del #Twitter *-----*
"
pos,twt,"RT@jeffbullas Twitters impressive numbers http://t.co/VJRSsfYn #Twitter #SMM #SocialMedia
"
neu,twt,"Ppl emphasize to make thyself look greater then they are! #twitter!
"
neu,msf,"RT @RossMistry: #Microsoft Codename """"Data Explorer"""" CTP Coming Next Month http://t.co/NkhuoM7U #SQLServer #SQL2012 #SQLAzure
"
pos,apl,"@Blackberry & @Facebook U R really about to make me throw this @Blackberry in the trash an get an @Apple iPhone! @Facebook upload issues!
"
neg,apl,"@apple @iphone Please deliver my daughter's i4s, she is driving me nuts #iphone
"
neg,apl,"Apparently fuzzball crashes on #iOS5. Congratulations @apple on another incompatible upgrade
"
irr,ggl,"хочу виджет для #Google+ на #Android как для твиттера, чтобы посты были видны в виджете.
"
irr,msf,"#Microsoft lanza sitio oficial de #Skype http://t.co/FZeM9Na4
"
irr,apl,"Contra todo pronóstico @Samsung podría ser el fabricante del #chipA6 para @Apple http://t.co/6utPqa5w
"
neu,twt,"#Twitter Introduces Free Twitter Web Analytics Tool http://t.co/HdLjWzaw via @HubSpot #reporting
"
neu,ggl,"@dwtalker that's some tough competition right there http://t.co/XP9LhjpR #TechWar #Google #Facebook #Apple #Amazon
"
irr,msf,"CEO Microsoft: Kami Beruntung Tak Akuisisi Yahoo http://t.co/Viy6W6Z0 #Microsoft
"
irr,ggl,"@rmeneghelo: """"#Google ainda te ama apesar de tudo IUEHAIUAHEIUHAEIUH =P"""" correção: ainda te AMO...
"
irr,ggl,"siento mas interesante el #google+ que el #face xD
"
irr,msf,"E dai uma empresa va me contratar pra ser modelo, e eu serie socio da #Microsoft ou da #Appel
"
irr,ggl,"Excelente. Proximo cel? RT @Giuliano3G: Presentanción #Android 4.0 y Samsung Nexus Prime - http://t.co/8l9vzqgn #Google. (Se jodió #iOS5)
"
irr,ggl,"RT @AL_HASHEMY: يبدو ان طفرة الاجهزة الالكترونية القادمة ستكون بقيادة موتورولا ،، لاسيم بعد استحواذ قوقل عليها. #google #motorola #moto
"
neu,apl,"Or hide it.. RT @LucasBlack: Dear @Apple.Re: Newsstand. Don't advertise magazines for free:they're NOT free.Also,allow us to remove the app.
"
neu,twt,"So what #twitter needs is a """"save tweet"""" text function. So I could """"st @xyz 5"""" to save the 5th most recent msg on twitter site to read later
"
irr,twt,"RT @NadaBebbars: اللى فى قلبى على تويترى #fact #twitter #lol
"
irr,apl,"Causando na loja da @apple
"
neu,twt,"@DylawnWard 100 tweets already? Damn son #twitter #whore #twitwhore #gi #get #it?
"
neu,msf,"#HEUTE - #Microsoft #Office #2010 Home & Student Product Key Card [1 User] - statt 149€ nur 89,99€ - http://t.co/3QXy2Zo4
"
irr,twt,"QUE VIDEO FACEBOOK CON LA OPCION DE VIDEOLLAMADA LE MONTARON LA COMPETENCIA A #MSN #SKYPE #TWITTER ES ORIGINAL TIENE #TWICAM ;)
"
pos,msf,"Forget Siri, there is still no beating speech commands on @windowsphone: http://t.co/19GAjSGi #wp7 #mango #tellme #microsoft #siri
"
neu,twt,"8am dentist appointment, i really should be going to bed...#makesnomovetogetupfromcomputer #twitter
"
neu,apl,"POLL: http://t.co/Wu6EsvT5 Q:Should @Microsoft consider making its own hardware for #Windows like @Apple does? #Microsoft #Windows #Appl ...
"
pos,apl,"the nice guy at the @apple store replaced my phone gratis when I showed him the hairline crack on the screen. thanks @apple
"
neu,msf,"M10135 Microsoft Course. RRP £1640 + VAT. Our Price = £1148 + VAT http://t.co/vOTLSnfX #ittraining #microsoft
"
irr,msf,"RT“@JohanBlok: #Smartsite prijsmodel voor #Microsoft #Azure cloud afgerond. Volgende week eerste site live in the cloud?” #in
"
neu,twt,"groupies follow me like #twitter.....lol jk
"
neu,apl,"As tribute to Steve @apple, i'd consider renaming #Siri to Steve - he'll get your #Jobs done! Forever remembered for his legacy.
"
neu,msf,"New post: Microsoft Windows 7 Home Premium http://t.co/FkruCQIs #Home #Microsoft #Premium
"
irr,ggl,"@iPhonologo si, vi el evento, pero si hay algo en lo que #google es bueno es en reportes .... analytics es genial
"
neu,msf,"Gartner BI 2011: Microsoft and Oracle! http://t.co/ujN5j8dW #Gartner #BI # Oracle #Microsoft
"
irr,twt,"RT @CarsiMeister: Lite para que sirve despues de todo si tengo a #Twitter
"
irr,twt,"Ciúmes do meu #Twitter não da né?! :&gt;
"
neu,ggl,"Calling All #IceCreamSandwich Lovers | #Google & #Samsung Like in Hong Kong - A new look at what's new from Android http://t.co/rUkTyUJC
"
neu,msf,"Funny #BillGates #Aprons w/Google #1 ranked #LTCartoon “Got #Microsoft“? http://t.co/CStd8cPM #humor #foodie #microsoft
"
irr,msf,"#Apple, #Google, #Microsoft. Um was streiten wir eigentlich? Wer der bessere #Abhördienst ist? Oder was?
"
neu,apl,"@rjpittman Why you won't use your @apple account.
"
pos,msf,"Ballmer Thinks You Have To Be A Computer Scientist To Use Android http://t.co/VKV2TBcj #tech #microsoft (i agree to some extent)
"
neu,twt,"RT @callmePinoc: RT @Crazy_Golfer: """"If you lose followers on #Twitter don't worry even Jesus lost followers"""" ~Unknown #quote via @smqueue
"
irr,apl,"Kan @Samsung och @Apple sluta slåss om kunderna i rättssalen och med världens bästa produkter istället så blir det mycket bättre!
"
pos,msf,"#Microsoft presents #Omnitouch - http://t.co/ui0aD1FJ - Very impressive and futuristic technology!
"
irr,ggl,"きたーーーっ！！Galaxy Nexus！！！　http://t.co/7IgbD9U0 #android #galaxy #nexus #google
"
irr,twt,"Que según un humano puede decir 4800 palabras en 24 horas... Y cuando no hay con quien vomitarlas todas?? A cierto el chat o #twitter
"
irr,twt,"hahaha los zombies qe usan #twitter cmo chat sn zombienpndejs...hahahahhaha
"
neu,apl,"Lemme just say iOS5 is mad cool BUT it needs A LOT of bug fixes @Apple
"
neu,twt,"#Twitter should have Emoticons
"
neu,apl,"@apple and I'm looking at the outside & all you see is sticky notes about steve jobs
"
irr,ggl,"Nouvelle gestion des onglets sur le navigateur #google #nexusprime
"
irr,twt,"Oi @flaviasansi. Muito bem vinda ao meu #Twitter. Sempre dou followback pelo meu perfil profissional. Permaneça por aqui, certo? Abrass!
"
neu,msf,"Watching this week's episode of Hawaii Five-O. Great use of Windows Phone 7 & SkyDrive. Oh yeah a Dell Inspiron Duo was there too #microsoft
"
irr,twt,"@JorgeHillcoat Hola Jorge, todo bien ? Me alegro que le estes metiendo onda a #Twitter ! Mañana te cuento .. Me jodi el tobillo .. Abrazo !
"
irr,msf,"Wyszukuj jak Anja Rubik (albo Colin Farrell) z #Microsoft http://t.co/1KHSfK8k
"
irr,twt,"Vou Dormir . Boa Noite Galera Do #Twitter E Do #Facebook
"
neu,apl,"The folks at @apple are awesome! So glad I a #mactard
"
neu,apl,"Do wish @hudl would come up with a native @apple Mac version of their video editor especially with HD video. But love everything @hudl
"
neu,twt,"Damn tired! .. Need some rest! Night #twitter
"
irr,ggl,"Ya tendremos browser con tabs, y nuestros bookmarks se sincronizarán con Chrome! #ics #google
"
irr,msf,"epic! #microsoft ich dachte echt, das kann doch nur fake sein! ^^ http://t.co/T4vXmNO7
"
neu,twt,"these #chickz on #twitter stay with they #mommy
"
neg,apl,"The one #iphone feature still missing since @apple first showed it.. Contacts pictures on the contacts list! Simple yet 5 major updates miss
"
neu,msf,"#Microsoft #Cloud Getting Physical with Virtual Servers: Q. Is it important that Windows Server and Microso... http://t.co/n8ky79pQ #TCN
"
pos,msf,"Is #Google Down? http://t.co/wFrzKYsN via @Ejunkie Good for #Bing, #Microsoft ’s investments paying off
"
pos,ggl,"Loved the introduction of the Google Galaxy Nexus & Ice Cream Sandwich. Really looking forward to my new phone #android #ics #nexus #google
"
irr,twt,":P RT @eduardo_666_: @AleCP93 Hey broo graxiias por recordarme qe existe #Twitter jajajaja!!! Teniia siglos de no usarlo jajaja!!! :)
"
neu,apl,"So @apple changed the look of their on/off toggle. I wonder how long it will take for all the hip web apps to follow...
"
irr,ggl,"iOS kan slänga sig i väggen. #ICS levererar! #Google
"
neu,twt,"Best night inna while :) #newbestfriends wish you kids had #Twitter #amaturehour
"
neu,ggl,"On Google+ then go here http://t.co/18qxaSp2 #GPlus #Googleplus #Google #teamfollowback #socialnetwork
"
neu,msf,"More Colorful Photos Of Nokia's First Windows Phone Just Leaked!! http://t.co/sU4l744v #nokia #wp7 #microsoft #windowsphone7
"
neg,ggl,"Did #Google really just highlight a new font #Roboto as part of their #ICS announcement for #Android...?! Seriously.
"
pos,twt,"@science_alex hashtags are used here #twitter&gt;facebook
"
pos,apl,"So yeah... @apple #iOS5 #readinglists have changed my life. #nowicanspendevenmoretimeonmyphone.
"
neg,apl,"@ford should have teamed up with @Apple instead of @microsoft to make this SYNC system in my new focus. Car is sweet SYNC is #EpicFail
"
neu,msf,"Today's #bargain? Check #Microsoft Bluetooth Mobile Keyboard 6000 http://t.co/sXpNubdH #tech #deals
"
neu,msf,"Amazing that at #microsoft #TechEdAfrica everyone is running iOS phones !
"
irr,ggl,"RT @twandroid: Galaxy Nexus annoncé : #nexusprime #google http://t.co/IrMPjoiS
"
neu,twt,"I just installed the new Twidroyd for #Twitter on my #Android Phone - It's #Free, give it a try. http://t.co/aik96UXm
"
irr,msf,"RT @IMPULSONEGOCIOS: #Microsoft convierte en táctil a cualquier superficie [VIDEO] http://t.co/RsXmVUxL
"
pos,msf,"RT @ralphbin: #Microsoft Research shows #Holodesk - looks like science fiction, but is science fact http://t.co/w5OCrbpm Cool but no sound
"
irr,twt,"Eita q o povo do #twitter foi todos dormir!!!
"
neu,twt,"Your #Twitter followers either like you for your sense of humor or sex appeal.
"
neu,msf,"will be at the London #Microsoft Partner Business Briefing tomorrow - see some of you there :)
"
neu,ggl,"#google #IceCreamSandwich #Samsung #Updates #Android | Galaxy Nexus with Ice Cream Sandwich: pictures http://t.co/STIfQWTU
"
pos,apl,"@Apple: Siri is amazing!!! I'm in love!
"
neu,apl,"Evolution of @Apple Ads 1975-2002: http://t.co/QTOqOZ42 @thesavoia #stevejobs #tech #art
"
irr,twt,"RT @NegooHB: Somos 2 Intao @DehTavares que tem o #Twitter #HAHA
"
irr,msf,"Parece que hotmail is down #Microsoft
"
irr,ggl,"Ice Cream Sandwich: Android 4.0 gepresenteerd http://t.co/gscupQUV via @TabletGuide_NL #android #tablet #google
"
irr,ggl,"RT @twandroid Prise de photo quasi instantannée #ouaaaaaaahhhhh #google #nexusprime
"
neu,msf,"The Cloud Offers the Ultimate Music Choice &lt;http://t.co/wd05MHPU&gt; #Microsoft #Emp #CloudComputing
"
irr,apl,"@HAZI クック@apple.com？
"
irr,msf,"NAVIGE in TerDege Nieuw 17 opgenomen in rubriek Personalia en Bedrijven als zelfstandig ondernemer #Microsoft #Dynamics…http://t.co/TAILFVUV
"
neu,ggl,"#Google releases 50 new features for presentations in #GoogleDocs http://t.co/0x6crRao
"
neg,msf,"#Microsoft arrogance again - Ballmer says you need to be a computer scientist to use #Android http://t.co/6PHh3Jb6
"
neu,ggl,"#Android #Google HTC on ICS: 'reviewing its features and functionality to determine our upgrade plans' http://t.co/GrhboOar #DhilipSiva
"
irr,twt,"cuando van a entender que el #twitter no es un chat jajajaja
"
neu,twt,"I just installed Twidroyd for #Twitter on my #Android Phone - It's #Free and you can mute users :) http://t.co/JlrUWRf6
"
irr,ggl,"En estooos ultimooos dias Mi página mas visitadaaa en internet es #Google
"
irr,msf,"#Microsoft desarrolla una pantalla táctil proyectada sobre cualquier superficie http://t.co/3IrWp4ct vía @iHerreros
"
pos,apl,"Hey @apple, if you send me a free iPhone (any version will do), I will publicly and ceremoniously burn my #BlackBerry.
"
neu,apl,"What's up #twitpeeps? How's every @apple user liking iOS 5?
"
irr,msf,"#Microsoft lanza sitio oficial de #Skype http://t.co/arqlW58x desde #Bolivia
"
irr,ggl,"Galaxy Nexus anunciado oficialmente: pantalla de 4,65 pulgadas y Ice Cream Sandwich http://t.co/gDETlxsN #galaxy_nexus #GalaxyNexus #google
"
irr,twt,"【#bot】相互フォロワー募集! #followme #followmeJP #sougofollow #followdaibosyu #goen #followback #follow #sougo #daibosyu #twitter #time #japan
"
neu,apl,"@philipgrey @apple it's kinda sad that's the most relevant tweet I've seen today. Or kinda awesome. I'm not sure. #DevProblems
"
pos,apl,"Thank you @apple for your innovations. Exhibit A: Guy playing with Facetime instead of watching game at sports bar. http://t.co/oU7K39ge
"
neu,msf,"If you missed it : #Microsoft working on ‘PocketTouch’ device input through clothing http://t.co/eqz4HkNk
"
neg,twt,"#twitter is lame tonight.
"
neu,ggl,"#Google, #Samsung unveil Ice Cream Sandwich-powered Galaxy Nexus http://t.co/qtiCdIvd via @CNET #Android
"
irr,twt,"RT @JannCanosa: #LaAficion al #Twitter es #Perjudicial para la #SaludMental . Jaja #SiSeñor @JunsCastro! #Hablamos! #Chao jaja #DileaTu ...
"
neg,apl,"My @Apple @macbook keyboard will not type :(
"
neu,ggl,"#Google encrypts search data against hackers, marketers 'howl': http://t.co/nFwcQD9R | #divisions
"
irr,msf,"Alguien puede explicarme si #Android tiene un rayo de esperanza con algun otro smartphone o tablet frente a #Microsoft
"
pos,ggl,"What I think about #AndroidIceCreamSandwich ? Thats the most delicious piece of sandwich ever. Get me it real fast #GOOGLE !
"
neu,apl,"@Apple MacBook Air.. satiliktir.
"
irr,msf,"#Microsoft vend des licences d’utilisation pour des softs qui ne lui appartiennent pas. : http://t.co/bc6v9hRT #korben
"
pos,msf,"Just participated in another #Microsoft #SQLServer certification test with #TSQL typing instead of multiple choices. Really cool.
"
neu,twt,"#twitter and #Facebook gone get sumbody beat up mane everybody b so reckless
"
neu,msf,"@lukerussell1 #iWantAnAutomaticPromotion and we'll be running #Microsoft before you know it.
"
neu,msf,"#Microsoft announces official SQL Server driver for #Linux - http://t.co/lgTx40UM #SqlServer
"
neu,msf,"Need info - #Microsoft #CRM - then check this out - http://t.co/seRMv1o7
"
neu,apl,"@apple please bring back the old Siri app for us old school iPhone 3 users!
"
